source,age_ka,age_GTS2004,age_GTS2012,age_GTS2016,age_GTS2020,d18O,d18O_sw,sealevel
1209 Westerhold54346.21,54346.21,54.141,54.34621,54.346,54.273,-0.33,-0.37,22.58
1209 Westerhold54355.23,54355.23,54.149,54.35523,54.355,54.282,-0.47,-0.51,31.58
1209 Westerhold54377.78,54377.78,54.17,54.37778,54.378,54.305,-0.47,-0.52,32.13
1209 Westerhold54399.42,54399.42,54.19,54.39942,54.399,54.328,-0.41,-0.46,28.52
1209 Westerhold54422.87,54422.87,54.211,54.42287,54.423,54.352,-0.42,-0.48,29.3
1209 Westerhold54444.06,54444.06,54.23,54.44406,54.444,54.373,-0.42,-0.48,29.7
1209 Westerhold54463.46,54463.46,54.248,54.46346,54.463,54.393,-0.47,-0.54,33.17
1209 Westerhold54485.51,54485.51,54.268,54.48551,54.486,54.416,-0.39,-0.47,28.82
1209 Westerhold54507.57,54507.57,54.289,54.50757,54.508,54.439,-0.37,-0.45,27.78
1209 Westerhold54525.22,54525.22,54.305,54.52522,54.525,54.457,-0.26,-0.35,21.48
1209 Westerhold54547.67,54547.67,54.325,54.54767,54.548,54.48,-0.39,-0.48,29.49
1209 Westerhold54564.52,54564.52,54.341,54.56452,54.565,54.497,-0.06,-0.16,9.54
1209 Westerhold54587.78,54587.78,54.362,54.58778,54.588,54.521,-0.3,-0.4,24.86
1209 Westerhold54604.22,54604.22,54.377,54.60422,54.604,54.538,-0.14,-0.25,15.27
1209 Westerhold54627.88,54627.88,54.399,54.62788,54.628,54.562,-0.36,-0.48,29.61
1209 Westerhold54643.52,54643.52,54.413,54.64352,54.644,54.578,0.02,-0.1,6.32
1209 Westerhold54667.99,54667.99,54.436,54.66799,54.668,54.603,-0.27,-0.41,25.36
1209 Westerhold54683.23,54683.23,54.45,54.68323,54.683,54.619,0.07,-0.08,4.77
1209 Westerhold54704.08,54704.08,54.469,54.70408,54.704,54.64,-0.25,-0.4,24.8
1209 Westerhold54722.53,54722.53,54.486,54.72253,54.723,54.659,0.04,-0.13,8.05
1209 Westerhold54744.18,54744.18,54.505,54.74418,54.744,54.681,-0.65,-0.83,51.32
1209 Westerhold54768.63,54768.63,54.528,54.76863,54.769,54.707,-0.04,-0.24,14.72
1209 Westerhold54798.52,54798.52,54.555,54.79852,54.799,54.737,-0.31,-0.53,32.82
1209 Westerhold54821.88,54821.88,54.577,54.82188,54.822,54.761,0.13,-0.1,6.3
1209 Westerhold54852.85,54852.85,54.605,54.85285,54.853,54.793,-0.41,-0.67,41.12
1209 Westerhold54864.51,54864.51,54.616,54.86451,54.865,54.805,0.06,-0.2,12.6
1209 Westerhold54880.63,54880.63,54.63,54.88063,54.881,54.822,-0.27,-0.55,33.54
1209 Westerhold54891.74,54891.74,54.641,54.89174,54.892,54.833,-0.15,-0.44,26.8
1209 Westerhold54905.62,54905.62,54.653,54.90562,54.906,54.847,-0.3,-0.59,36.35
1209 Westerhold54915.62,54915.62,54.663,54.91562,54.916,54.857,-0.07,-0.37,22.95
1209 Westerhold54930.62,54930.62,54.676,54.93062,54.931,54.873,-0.25,-0.56,34.48
1209 Westerhold54939.23,54939.23,54.684,54.93923,54.939,54.882,0.05,-0.26,16.19
1209 Westerhold54952.84,54952.84,54.697,54.95284,54.953,54.896,-0.13,-0.44,27.2
1209 Westerhold54963.12,54963.12,54.706,54.96312,54.963,54.906,0.14,-0.18,11.1
1209 Westerhold54977.84,54977.84,54.72,54.97784,54.978,54.921,-0.2,-0.53,32.38
1209 Westerhold54989.92,54989.92,54.731,54.98992,54.99,54.934,0.11,-0.22,13.77
1209 Westerhold54999.06,54999.06,54.739,54.99906,54.999,54.943,-0.02,-0.36,22.24
1209 Westerhold55014.43,55014.43,54.753,55.01443,55.014,54.959,-0.1,-0.44,26.93
1209 Westerhold55021.38,55021.38,54.759,55.02138,55.021,54.966,0.19,-0.15,9.1
1209 Westerhold55037.47,55037.47,54.774,55.03747,55.037,54.983,-0.13,-0.46,28.27
1209 Westerhold55051.01,55051.01,54.787,55.05101,55.051,54.996,-0.15,-0.49,29.87
1209 Westerhold55052.47,55052.47,54.788,55.05247,55.052,54.998,-0.78,-1.11,68.05
1209 Westerhold55058.33,55058.33,54.793,55.05833,55.058,55.004,-0.36,-0.69,42.17
1209 Westerhold55071.94,55071.94,54.806,55.07194,55.072,55.018,-0.18,-0.51,31.18
1209 Westerhold55102.42,55102.42,54.834,55.10242,55.102,55.049,-0.14,-0.46,28.57
1209 Westerhold55108.63,55108.63,54.839,55.10863,55.109,55.056,-0.31,-0.62,38.35
1209 Westerhold55120.47,55120.47,54.85,55.12047,55.12,55.068,0.07,-0.24,14.61
1209 Westerhold55135.26,55135.26,54.864,55.13526,55.135,55.083,-0.26,-0.56,34.42
1209 Westerhold55138.22,55138.22,54.867,55.13822,55.138,55.086,-0.52,-0.82,50.18
1209 Westerhold55153.02,55153.02,54.88,55.15302,55.153,55.101,-0.38,-0.66,40.86
1209 Westerhold55170.77,55170.77,54.896,55.17077,55.171,55.119,-0.5,-0.77,47.54
1209 Westerhold55179.65,55179.65,54.904,55.17965,55.18,55.129,-0.28,-0.54,33
1209 Westerhold55193.85,55193.85,54.917,55.19385,55.194,55.143,-0.48,-0.72,44.61
1209 Westerhold55194.44,55194.44,54.918,55.19444,55.194,55.144,-0.27,-0.52,32.06
1209 Westerhold55209.24,55209.24,54.932,55.20924,55.209,55.159,-0.42,-0.66,40.46
1209 Westerhold55224.03,55224.03,54.945,55.22403,55.224,55.174,-0.22,-0.43,26.66
1209 Westerhold55224.33,55224.33,54.945,55.22433,55.224,55.174,-0.48,-0.7,42.89
1209 Westerhold55226.99,55226.99,54.948,55.22699,55.227,55.177,-0.35,-0.56,34.47
1209 Westerhold55238.83,55238.83,54.959,55.23883,55.239,55.189,-0.22,-0.42,26.08
1209 Westerhold55253.62,55253.62,54.972,55.25362,55.254,55.204,-0.28,-0.46,28.19
1209 Westerhold55255.10,55255.1,54.974,55.2551,55.255,55.206,-0.17,-0.35,21.23
1209 Westerhold55256.58,55256.58,54.975,55.25658,55.257,55.207,-0.24,-0.42,25.9
1209 Westerhold55277.30,55277.3,54.994,55.2773,55.277,55.229,-0.32,-0.48,29.25
1209 Westerhold55285.58,55285.58,55.002,55.28558,55.286,55.237,-0.27,-0.41,25.32
1209 Westerhold55286.17,55286.17,55.002,55.28617,55.286,55.238,-0.46,-0.6,36.96
1209 Westerhold55306.89,55306.89,55.021,55.30689,55.307,55.259,-0.39,-0.5,31.05
1209 Westerhold55316.06,55316.06,55.029,55.31606,55.316,55.269,-0.19,-0.3,18.55
1209 Westerhold55336.48,55336.48,55.048,55.33648,55.336,55.29,-0.36,-0.44,27.08
1209 Westerhold55345.35,55345.35,55.056,55.34535,55.345,55.299,-0.45,-0.52,31.99
1209 Westerhold55346.54,55346.54,55.057,55.34654,55.347,55.3,-0.32,-0.4,24.36
1209 Westerhold55369.23,55369.23,55.078,55.36923,55.369,55.323,-0.6,-0.64,39.58
1209 Westerhold55376.23,55376.23,55.085,55.37623,55.376,55.33,-0.33,-0.37,22.84
1209 Westerhold55378.68,55378.68,55.087,55.37868,55.379,55.333,-0.45,-0.49,29.85
1209 Westerhold55404.23,55404.23,55.11,55.40423,55.404,55.359,-0.37,-0.38,23.11
1209 Westerhold55411.22,55411.22,55.117,55.41122,55.411,55.366,-0.47,-0.47,28.81
1209 Westerhold55414.72,55414.72,55.12,55.41472,55.415,55.37,-0.3,-0.3,18.3
1209 Westerhold55442.72,55442.72,55.146,55.44272,55.443,55.399,-0.48,-0.44,27.35
1209 Westerhold55446.57,55446.57,55.149,55.44657,55.447,55.403,-0.32,-0.29,17.59
1209 Westerhold55449.72,55449.72,55.152,55.44972,55.45,55.406,-0.22,-0.18,11.04
1209 Westerhold55477.71,55477.71,55.178,55.47771,55.478,55.434,-0.37,-0.31,18.87
1209 Westerhold55482.26,55482.26,55.182,55.48226,55.482,55.439,-0.39,-0.32,19.89
1209 Westerhold55484.71,55484.71,55.184,55.48471,55.485,55.442,-0.27,-0.2,12.34
1209 Westerhold55512.71,55512.71,55.21,55.51271,55.513,55.47,-0.41,-0.32,19.54
1209 Westerhold55517.61,55517.61,55.214,55.51761,55.518,55.475,-0.29,-0.19,11.74
1209 Westerhold55519.71,55519.71,55.216,55.51971,55.52,55.478,-0.34,-0.24,14.55
1209 Westerhold55547.70,55547.7,55.242,55.5477,55.548,55.506,-0.26,-0.14,8.42
1209 Westerhold55552.95,55552.95,55.247,55.55295,55.553,55.512,-0.31,-0.18,11.32
1209 Westerhold55554.70,55554.7,55.248,55.5547,55.555,55.514,-0.29,-0.16,10
1209 Westerhold55556.45,55556.45,55.25,55.55645,55.556,55.515,-0.41,-0.28,17.52
1209 Westerhold55582.70,55582.7,55.274,55.5827,55.583,55.542,-0.39,-0.24,14.78
1209 Westerhold55588.30,55588.3,55.279,55.5883,55.588,55.548,-0.11,0.04,-2.38
1209 Westerhold55589.48,55589.48,55.28,55.58948,55.589,55.549,-0.19,-0.03,2.13
1209 Westerhold55589.78,55589.78,55.28,55.58978,55.59,55.55,-0.24,-0.09,5.64
1209 Westerhold55606.71,55606.71,55.296,55.60671,55.607,55.567,-0.13,0.03,-1.92
1209 Westerhold55618.58,55618.58,55.307,55.61858,55.619,55.579,-0.24,-0.07,4.58
1209 Westerhold55619.18,55619.18,55.307,55.61918,55.619,55.58,-0.31,-0.14,8.78
1209 Westerhold55623.33,55623.33,55.311,55.62333,55.623,55.584,-0.16,0.01,-0.53
1209 Westerhold55636.69,55636.69,55.323,55.63669,55.637,55.598,-0.26,-0.08,5.11
1209 Westerhold55648.57,55648.57,55.334,55.64857,55.649,55.61,-0.11,0.07,-4.43
1209 Westerhold55648.87,55648.87,55.334,55.64887,55.649,55.61,-0.19,-0.01,0.54
1209 Westerhold55650.06,55650.06,55.336,55.65006,55.65,55.611,-0.49,-0.31,19.04
1209 Westerhold55660.93,55660.93,55.345,55.66093,55.661,55.623,-0.16,0.02,-1.53
1209 Westerhold55671.80,55671.8,55.355,55.6718,55.672,55.634,-0.33,-0.14,8.32
1209 Westerhold55673.25,55673.25,55.357,55.67325,55.673,55.635,-0.13,0.07,-4.02
1209 Westerhold55673.25,55673.25,55.357,55.67325,55.673,55.635,-0.05,0.15,-9.07
1209 Westerhold55682.67,55682.67,55.365,55.68267,55.683,55.645,-0.02,0.18,-11
1209 Westerhold55690.89,55690.89,55.373,55.69089,55.691,55.653,0.16,0.37,-22.5
1209 Westerhold55696.20,55696.2,55.378,55.6962,55.696,55.659,-0.09,0.12,-7.3
1209 Westerhold55697.41,55697.41,55.379,55.69741,55.697,55.66,-0.16,0.05,-2.98
1209 Westerhold55697.65,55697.65,55.379,55.69765,55.698,55.66,0.09,0.29,-18.13
1209 Westerhold55704.42,55704.42,55.385,55.70442,55.704,55.667,-0.02,0.19,-11.39
1209 Westerhold55709.73,55709.73,55.39,55.70973,55.71,55.673,0.04,0.25,-15.09
1209 Westerhold55715.29,55715.29,55.395,55.71529,55.715,55.678,-0.23,-0.02,1.39
1209 Westerhold55721.57,55721.57,55.401,55.72157,55.722,55.685,0.02,0.23,-14.43
1209 Westerhold55722.16,55722.16,55.402,55.72216,55.722,55.685,0,0.21,-13.19
1209 Westerhold55725.32,55725.32,55.404,55.72532,55.725,55.689,0.02,0.23,-14.25
1209 Westerhold55729.65,55729.65,55.408,55.72965,55.73,55.693,0,0.21,-12.69
1209 Westerhold55734.18,55734.18,55.413,55.73418,55.734,55.698,-0.14,0.07,-4.08
1209 Westerhold55738.51,55738.51,55.417,55.73851,55.739,55.702,0.01,0.22,-13.32
1209 Westerhold55741.27,55741.27,55.419,55.74127,55.741,55.705,-0.06,0.15,-9.21
1209 Westerhold55742.06,55742.06,55.42,55.74206,55.742,55.706,0,0.21,-12.98
1209 Westerhold55743.04,55743.04,55.421,55.74304,55.743,55.707,0.01,0.21,-13.16
1209 Westerhold55747.37,55747.37,55.425,55.74737,55.747,55.711,0.04,0.24,-15
1209 Westerhold55751.90,55751.9,55.429,55.7519,55.752,55.716,0.09,0.29,-17.6
1209 Westerhold55756.24,55756.24,55.433,55.75624,55.756,55.72,-0.11,0.09,-5.68
1209 Westerhold55760.77,55760.77,55.437,55.76077,55.761,55.725,0,0.19,-11.87
1209 Westerhold55760.96,55760.96,55.437,55.76096,55.761,55.725,-0.16,0.03,-2.05
1209 Westerhold55761.36,55761.36,55.437,55.76136,55.761,55.726,-0.09,0.1,-6.46
1209 Westerhold55764.90,55764.9,55.441,55.7649,55.765,55.729,0.05,0.24,-14.97
1209 Westerhold55769.23,55769.23,55.445,55.76923,55.769,55.734,-0.14,0.05,-2.91
1209 Westerhold55771.20,55771.2,55.447,55.7712,55.771,55.736,-0.17,0.02,-0.97
1209 Westerhold55773.37,55773.37,55.449,55.77337,55.773,55.738,-1.4,0.19,-11.54
1209 Westerhold55775.54,55775.54,55.45,55.77554,55.776,55.74,-0.18,0.01,-0.4
1209 Westerhold55777.51,55777.51,55.452,55.77751,55.778,55.742,-0.03,0.15,-9.45
1209 Westerhold55778.49,55778.49,55.453,55.77849,55.778,55.743,0.02,0.2,-12.59
1209 Westerhold55779.67,55779.67,55.454,55.77967,55.78,55.744,-0.19,-0.01,0.66
1209 Westerhold55780.66,55780.66,55.455,55.78066,55.781,55.746,-0.02,0.16,-9.88
1209 Westerhold55781.84,55781.84,55.456,55.78184,55.782,55.747,-0.07,0.11,-6.73
1209 Westerhold55783.81,55783.81,55.458,55.78381,55.784,55.749,-0.18,0,-0.16
1209 Westerhold55785.98,55785.98,55.46,55.78598,55.786,55.751,0.36,0.54,-33.4
1209 Westerhold55790.11,55790.11,55.464,55.79011,55.79,55.755,-0.05,0.13,-7.87
1209 Westerhold55794.44,55794.44,55.468,55.79444,55.794,55.76,-0.02,0.16,-9.78
1209 Westerhold55795.63,55795.63,55.469,55.79563,55.796,55.761,-0.07,0.1,-6.42
1209 Westerhold55798.58,55798.58,55.472,55.79858,55.799,55.764,-0.07,0.11,-6.52
1209 Westerhold55800.35,55800.35,55.473,55.80035,55.8,55.766,-0.12,0.05,-3
1209 Westerhold55800.75,55800.75,55.474,55.80075,55.801,55.766,-0.3,-0.13,8.22
1209 Westerhold55802.91,55802.91,55.476,55.80291,55.803,55.768,-0.07,0.1,-5.87
1209 Westerhold55804.88,55804.88,55.477,55.80488,55.805,55.77,0.18,0.35,-21.7
1209 Westerhold55807.05,55807.05,55.479,55.80705,55.807,55.773,-0.14,0.02,-1.43
1209 Westerhold55811.18,55811.18,55.483,55.81118,55.811,55.777,-0.16,0.01,-0.52
1209 Westerhold55812.76,55812.76,55.485,55.81276,55.813,55.778,-0.16,0.01,-0.32
1209 Westerhold55815.52,55815.52,55.487,55.81552,55.816,55.781,-0.29,-0.13,8.08
1209 Westerhold55817.49,55817.49,55.489,55.81749,55.817,55.783,-0.18,-0.02,0.96
1209 Westerhold55820.98,55820.98,55.492,55.82098,55.821,55.787,0.14,0.3,-18.61
1209 Westerhold55821.62,55821.62,55.493,55.82162,55.822,55.788,-0.19,-0.03,2.02
1209 Westerhold55824.48,55824.48,55.495,55.82448,55.824,55.79,-0.09,0.07,-4.31
1209 Westerhold55827.66,55827.66,55.498,55.82766,55.828,55.794,-0.1,0.06,-3.57
1209 Westerhold55831.15,55831.15,55.501,55.83115,55.831,55.797,-0.38,-0.22,13.71
1209 Westerhold55837.51,55837.51,55.507,55.83751,55.838,55.804,-0.28,-0.13,8.07
1209 Westerhold55851.49,55851.49,55.52,55.85149,55.851,55.818,-0.45,-0.31,19.1
1209 Westerhold55853.40,55853.4,55.522,55.8534,55.853,55.82,-0.37,-0.23,14.33
1209 Westerhold55854.99,55854.99,55.523,55.85499,55.855,55.822,-0.33,-0.19,11.63
1209 Westerhold55858.49,55858.49,55.526,55.85849,55.858,55.825,-0.38,-0.24,15.01
1209 Westerhold55861.66,55861.66,55.529,55.86166,55.862,55.829,-0.37,-0.24,14.57
1209 Westerhold55865.16,55865.16,55.533,55.86516,55.865,55.832,-0.54,-0.41,25.21
1209 Westerhold55865.16,55865.16,55.533,55.86516,55.865,55.832,-0.37,-0.24,14.91
1209 Westerhold55868.66,55868.66,55.536,55.86866,55.869,55.836,-0.51,-0.38,23.62
1209 Westerhold55871.83,55871.83,55.539,55.87183,55.872,55.839,-0.29,-0.16,9.7
1209 Westerhold55875.33,55875.33,55.542,55.87533,55.875,55.843,-0.47,-0.34,21.03
1209 Westerhold55878.83,55878.83,55.545,55.87883,55.879,55.846,-0.57,-0.45,27.66
1209 Westerhold55882.01,55882.01,55.548,55.88201,55.882,55.85,-0.59,-0.47,28.75
1209 Westerhold55885.18,55885.18,55.551,55.88518,55.885,55.853,-0.26,-0.14,8.61
1209 Westerhold55885.50,55885.5,55.551,55.8855,55.886,55.853,-0.47,-0.35,21.62
1209 Westerhold55889.00,55889,55.554,55.889,55.889,55.857,-0.77,-0.65,40.07
1209 Westerhold55892.18,55892.18,55.557,55.89218,55.892,55.86,-0.69,-0.57,35.07
1209 Westerhold55893.13,55893.13,55.558,55.89313,55.893,55.861,0.09,0.2,-12.32
1209 Westerhold55895.67,55895.67,55.561,55.89567,55.896,55.864,-0.97,-0.85,52.42
1209 Westerhold55899.17,55899.17,55.564,55.89917,55.899,55.867,-0.62,-0.51,31.12
1209 Westerhold55902.66,55902.66,55.567,55.90266,55.903,55.871,-0.33,-0.22,13.34
1209 Westerhold55905.84,55905.84,55.57,55.90584,55.906,55.874,0.12,0.23,-14.13
1209 Westerhold55909.34,55909.34,55.573,55.90934,55.909,55.878,-0.83,-0.72,44.36
1209 Westerhold55912.83,55912.83,55.576,55.91283,55.913,55.881,-0.89,-0.78,48.22
1209 Westerhold55916.01,55916.01,55.579,55.91601,55.916,55.884,-0.18,-0.08,5.06
1209 Westerhold55916.97,55916.97,55.58,55.91697,55.917,55.885,-0.13,-0.03,1.77
1209 Westerhold55919.51,55919.51,55.582,55.91951,55.92,55.888,-0.03,0.07,-4.01
1209 Westerhold55923.01,55923.01,55.586,55.92301,55.923,55.892,1.07,1.17,-71.85
1209 Westerhold55926.18,55926.18,55.589,55.92618,55.926,55.895,-0.06,0.04,-2.38
1209 Westerhold55929.68,55929.68,55.592,55.92968,55.93,55.898,-0.08,0.01,-0.86
1209 Westerhold55935.69,55935.69,55.597,55.93569,55.936,55.905,-0.3,-0.21,12.99
1209 Westerhold55941.57,55941.57,55.603,55.94157,55.942,55.911,-0.07,0.01,-0.77
1209 Westerhold55943.14,55943.14,55.604,55.94314,55.943,55.912,0.18,0.26,-15.99
1209 Westerhold55961.18,55961.18,55.621,55.96118,55.961,55.931,-0.07,0,-0.17
1209 Westerhold55980.80,55980.8,55.639,55.9808,55.981,55.951,-0.18,-0.12,7.27
1209 Westerhold55990.60,55990.6,55.648,55.9906,55.991,55.961,0.1,0.16,-9.61
1209 Westerhold56000.41,56000.41,55.657,56.00041,56,55.971,-0.09,-0.04,2.31
1209 Westerhold56010.22,56010.22,55.666,56.01022,56.01,55.981,-0.01,0.03,-2.02
1209 Westerhold56020.02,56020.02,55.675,56.02002,56.02,55.991,0.11,0.15,-9.18
1209 Westerhold56059.25,56059.25,55.71,56.05925,56.059,56.032,0.01,0.02,-1.47
1209 Westerhold56088.67,56088.67,55.737,56.08867,56.089,56.062,-0.15,-0.15,9.44
1209 Westerhold56108.28,56108.28,55.755,56.10828,56.108,56.082,-0.11,-0.13,7.86
1209 Westerhold56127.89,56127.89,55.773,56.12789,56.128,56.102,-0.01,-0.04,2.53
1209 Westerhold56135.74,56135.74,55.781,56.13574,56.136,56.11,-0.11,-0.15,9.01
1209 Westerhold56147.51,56147.51,55.791,56.14751,56.148,56.122,-0.3,-0.34,20.77
1209 Westerhold56163.82,56163.82,55.806,56.16382,56.164,56.139,0.11,0.06,-3.81
1209 Westerhold56180.13,56180.13,55.821,56.18013,56.18,56.156,0.14,0.09,-5.26
1209 Westerhold56196.44,56196.44,55.836,56.19644,56.196,56.172,0.09,0.02,-1
1209 Westerhold56212.75,56212.75,55.851,56.21275,56.213,56.189,0.02,-0.06,3.64
1209 Westerhold56229.06,56229.06,55.866,56.22906,56.229,56.206,-0.14,-0.23,14.04
1209 Westerhold56245.37,56245.37,55.881,56.24537,56.245,56.223,-0.09,-0.19,11.59
1209 Westerhold56261.68,56261.68,55.896,56.26168,56.262,56.239,0.24,0.13,-8.18
1209 Westerhold56277.99,56277.99,55.911,56.27799,56.278,56.256,0,-0.12,7.39
1209 Westerhold56294.30,56294.3,55.926,56.2943,56.294,56.273,0.1,-0.03,1.89
1209 Westerhold56310.61,56310.61,55.941,56.31061,56.311,56.29,0.24,0.1,-5.98
1209 Westerhold56326.92,56326.92,55.956,56.32692,56.327,56.306,0.06,-0.09,5.74
1209 Westerhold56339.97,56339.97,55.968,56.33997,56.34,56.32,0.09,-0.07,4.03
1209 Westerhold56359.54,56359.54,55.986,56.35954,56.36,56.34,0.11,-0.06,3.5
1209 Westerhold56372.59,56372.59,55.998,56.37259,56.373,56.353,0.14,-0.04,2.51
1209 Westerhold56392.17,56392.17,56.016,56.39217,56.392,56.373,0.09,-0.1,5.96
1209 Westerhold56408.48,56408.48,56.03,56.40848,56.408,56.39,0.08,-0.12,7.4
1209 Westerhold56424.79,56424.79,56.045,56.42479,56.425,56.407,0.01,-0.2,12.08
1209 Westerhold56441.10,56441.1,56.06,56.4411,56.441,56.424,0.08,-0.14,8.63
1209 Westerhold56457.41,56457.41,56.075,56.45741,56.457,56.44,0.14,-0.09,5.42
1209 Westerhold56470.46,56470.46,56.087,56.47046,56.47,56.454,0.06,-0.17,10.65
1209 Westerhold56490.03,56490.03,56.105,56.49003,56.49,56.474,0.03,-0.21,13.21
1209 Westerhold56506.34,56506.34,56.12,56.50634,56.506,56.491,0.05,-0.21,13.01
1209 Westerhold56522.65,56522.65,56.135,56.52265,56.523,56.507,0.31,0.04,-2.52
1209 Westerhold56545.48,56545.48,56.156,56.54548,56.545,56.531,-0.14,-0.42,25.94
1209 Westerhold56555.27,56555.27,56.165,56.55527,56.555,56.541,-0.13,-0.42,25.81
1209 Westerhold56587.89,56587.89,56.195,56.58789,56.588,56.574,0.26,-0.04,2.62
1209 Westerhold56604.20,56604.2,56.21,56.6042,56.604,56.591,-0.01,-0.33,20.31
1209 Westerhold56620.51,56620.51,56.225,56.62051,56.621,56.608,0.22,-0.1,6.25
1209 Westerhold56653.13,56653.13,56.255,56.65313,56.653,56.641,0.1,-0.25,15.41
1209 Westerhold56685.75,56685.75,56.285,56.68575,56.686,56.675,0.26,-0.11,6.75
1209 Westerhold56698.80,56698.8,56.296,56.6988,56.699,56.688,0.03,-0.35,21.23
1209 Westerhold56718.38,56718.38,56.314,56.71838,56.718,56.708,-0.75,-1.14,70.06
1209 Westerhold56751.00,56751,56.344,56.751,56.751,56.742,-0.03,-0.44,26.96
1209 Westerhold56768.50,56768.5,56.36,56.7685,56.769,56.76,0.08,-0.34,20.68
1209 Westerhold56786.00,56786,56.376,56.786,56.786,56.778,0.01,-0.42,25.84
1209 Westerhold56821.00,56821,56.408,56.821,56.821,56.814,-0.02,-0.47,28.74
1209 Westerhold56856.00,56856,56.441,56.856,56.856,56.849,-0.38,-0.85,52.38
1209 Westerhold56864.57,56864.57,56.448,56.86457,56.865,56.858,-0.08,-0.56,34.34
1209 Westerhold56882.69,56882.69,56.465,56.88269,56.883,56.877,0,-0.49,29.94
1209 Westerhold56882.93,56882.93,56.465,56.88293,56.883,56.877,0.14,-0.34,20.98
1209 Westerhold56889.05,56889.05,56.471,56.88905,56.889,56.883,0.24,-0.25,15.42
1209 Westerhold56895.17,56895.17,56.476,56.89517,56.895,56.89,0.14,-0.36,21.86
1209 Westerhold56931.89,56931.89,56.51,56.93189,56.932,56.927,0.29,-0.23,13.89
1209 Westerhold56936.79,56936.79,56.515,56.93679,56.937,56.932,0.25,-0.26,16.23
1209 Westerhold56950.25,56950.25,56.527,56.95025,56.95,56.946,0.11,-0.41,25.41
1209 Westerhold56956.37,56956.37,56.532,56.95637,56.956,56.953,0.48,-0.05,2.97
1209 Westerhold56962.49,56962.49,56.538,56.96249,56.962,56.959,0.28,-0.25,15.63
1209 Westerhold56970.93,56970.93,56.546,56.97093,56.971,56.967,0.54,0,-0.07
1209 Westerhold56979.37,56979.37,56.554,56.97937,56.979,56.976,0.51,-0.04,2.35
1209 Westerhold56987.80,56987.8,56.561,56.9878,56.988,56.985,0.57,0.02,-1.4
1209 Westerhold56996.24,56996.24,56.569,56.99624,56.996,56.993,0.26,-0.29,18.05
1209 Westerhold57004.68,57004.68,56.577,57.00468,57.005,57.002,0.36,-0.2,12.3
1209 Westerhold57013.11,57013.11,56.584,57.01311,57.013,57.011,0.28,-0.29,17.78
1209 Westerhold57021.55,57021.55,56.592,57.02155,57.022,57.019,0.45,-0.12,7.52
1209 Westerhold57029.99,57029.99,56.6,57.02999,57.03,57.028,0.22,-0.35,21.64
1209 Westerhold57036.74,57036.74,56.606,57.03674,57.037,57.035,0.25,-0.33,20.45
1209 Westerhold57040.11,57040.11,56.609,57.04011,57.04,57.038,0.18,-0.4,24.82
1209 Westerhold57046.86,57046.86,56.615,57.04686,57.047,57.045,0.38,-0.21,12.87
1209 Westerhold57056.98,57056.98,56.625,57.05698,57.057,57.056,0.25,-0.34,21.16
1209 Westerhold57065.42,57065.42,56.632,57.06542,57.065,57.064,0.48,-0.12,7.39
1209 Westerhold57082.29,57082.29,56.648,57.08229,57.082,57.082,0.44,-0.16,9.94
1209 Westerhold57090.73,57090.73,56.656,57.09073,57.091,57.09,0.17,-0.44,26.99
1209 Westerhold57099.17,57099.17,56.663,57.09917,57.099,57.099,0.45,-0.17,10.22
1209 Westerhold57107.60,57107.6,56.671,57.1076,57.108,57.108,0.16,-0.46,28.58
1209 Westerhold57116.04,57116.04,56.679,57.11604,57.116,57.116,0.24,-0.39,23.75
1209 Westerhold57124.48,57124.48,56.687,57.12448,57.124,57.124,0.21,-0.42,25.82
1209 Westerhold57129.54,57129.54,56.691,57.12954,57.13,57.13,0.3,-0.33,20.5
1209 Westerhold57137.97,57137.97,56.699,57.13797,57.138,57.138,0.43,-0.21,13.05
1209 Westerhold57141.35,57141.35,56.702,57.14135,57.141,57.141,0.11,-0.54,33.02
1209 Westerhold57149.78,57149.78,56.71,57.14978,57.15,57.15,0.29,-0.35,21.69
1209 Westerhold57158.22,57158.22,56.718,57.15822,57.158,57.158,0.04,-0.62,37.87
1209 Westerhold57166.66,57166.66,56.726,57.16666,57.167,57.167,0.7,0.05,-2.88
1209 Westerhold57175.09,57175.09,56.734,57.17509,57.175,57.175,0.32,-0.34,21.15
1209 Westerhold57178.47,57178.47,56.737,57.17847,57.178,57.178,0.59,-0.07,4.41
1209 Westerhold57186.91,57186.91,56.745,57.18691,57.187,57.187,0.7,0.03,-2.06
1209 Westerhold57195.34,57195.34,56.753,57.19534,57.195,57.195,0.3,-0.38,23.34
1209 Westerhold57203.78,57203.78,56.76,57.20378,57.204,57.204,0.53,-0.15,9.35
1209 Westerhold57212.21,57212.21,56.768,57.21221,57.212,57.212,0.64,-0.04,2.51
1209 Westerhold57220.65,57220.65,56.776,57.22065,57.221,57.221,0.21,-0.48,29.5
1209 Westerhold57237.52,57237.52,56.792,57.23752,57.238,57.238,0.57,-0.13,7.78
1209 Westerhold57242.31,57242.31,56.796,57.24231,57.242,57.242,0.08,-0.62,38.45
1209 Westerhold57285.36,57285.36,56.836,57.28536,57.285,57.285,0.22,-0.51,31.59
1209 Westerhold57290.15,57290.15,56.841,57.29015,57.29,57.29,0.23,-0.5,30.76
1209 Westerhold57293.34,57293.34,56.843,57.29334,57.293,57.293,0.18,-0.55,33.9
